TypeofBreach,BreachLocation,Covered Entity Type,Location of Breached Information,Type of Breach,TypeofBreach (group),Individuals Affected,Status,State,Name of Covered Entity,Covered Entity Type (copy),Business Associate Present,Breach Submission Date
Unauthorized Access,Laptop,Business Associate,Laptop,Unauthorized Access/Disclosure,Other,1494,Resolved,CA,East Bay Perinatal Medical Associates,Business Associate,Yes,7/29/2015
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,1499,Resolved,CA,Molina Healthcare In,Business Associate,Yes,12/16/2013
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,4000,Resolved,CA,Dr. Veronica Joann Barber,Business Associate,Yes,7/28/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,35404,Resolved,CA,Keenan & Associates,Business Associate,Yes,12/1/2015
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,5485,Resolved,CA,"Muir Medical Group, IPA, Inc.",Business Associate,Yes,5/22/2018
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,19651,Resolved,CA,"Multi-Speciality Collection Services, LLC",Business Associate,Yes,8/29/2011
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,2400,Resolved,CA,"QuickRunner, Inc. (dba, RoadRunner Mailing Services)",Business Associate,Yes,3/29/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,2426,Resolved,CA,Pacific Gas and Electric Company,Business Associate,Yes,4/5/2016
Unauthorized Access,Email,Business Associate,Email,Unauthorized Access/Disclosure,Other,1918,Resolved,CO,Colorado Community Health Alliance (CCHA)/Physicians Health Partners,Business Associate,Yes,1/2/2014
Unauthorized Access,Network Server,Business Associate,"Network Server, Other",Unauthorized Access/Disclosure,Other,822,Resolved,CO,Enterprise Services LLC,Business Associate,Yes,6/30/2017
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,540,Resolved,CO,Sisters of Charity of Leavenworth Health System Health Benefits Plan,Business Associate,Yes,4/5/2016
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,9129,Resolved,CO,Madison Street Provider Network,Business Associate,Yes,4/12/2017
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,2200,Resolved,DC,Inclusion Research Institute,Business Associate,Yes,4/24/2014
Unauthorized Access,Email,Business Associate,"Email, Other Portable Electronic Device",Unauthorized Access/Disclosure,Other,1679,Resolved,DE,"Ambucor Health Solutions, an unincorporated division of The ScottCare Corporation",Business Associate,Yes,7/22/2016
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,508,Resolved,DE,Highmark Delaware,Business Associate,Yes,5/14/2018
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,40621,Resolved,FL,MedWatch LLC,Business Associate,Yes,4/27/2018
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,3667,Resolved,FL,Florida Healthy Kids Corporation,Business Associate,Yes,2/19/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,580,Resolved,FL,"Policy Studies, Inc. / Postal Center International, Inc.",Business Associate,Yes,3/31/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,7016,Resolved,GA,Diamond Computing Company,Business Associate,Yes,8/7/2014
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,1400,Resolved,IA,VGM Homelink,Business Associate,Yes,4/18/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,25330,Resolved,IL,"Assurecare Risk Management, Inc.",Business Associate,Yes,7/21/2011
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,500,Resolved,IL,Blue Cross Blue Shield,Business Associate,Yes,11/29/2012
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,680,Resolved,IL,Midwest Orthopaedic Center SC,Business Associate,Yes,7/23/2014
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,675,Resolved,IL,"Healthcare Solutions Team, LLC",Business Associate,Yes,4/19/2011
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,500,Resolved,IL,Plexus Group,Business Associate,Yes,3/1/2013
Unauthorized Access,Network Server,Business Associate,"Network Server, Other",Unauthorized Access/Disclosure,Other,56075,Resolved,IN,Enterprise Services LLC,Business Associate,Yes,6/27/2017
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,585,Resolved,IN,Hils Transcription,Business Associate,Yes,12/27/2010
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,63325,Resolved,IN,"St. Vincent Hospital and Health Care Center, Inc.",Business Associate,Yes,7/9/2014
Unauthorized Access,Other Portable E-Device,Business Associate,Other Portable Electronic Device,Unauthorized Access/Disclosure,Other,4077,Resolved,KY,"Research Integrity, LLC",Business Associate,Yes,9/22/2014
Unauthorized Access,Email,Business Associate,Email,Unauthorized Access/Disclosure,Other,2500,Resolved,MA,Northgate Medical PC,Business Associate,Yes,3/24/2016
Unauthorized Access,Email,Business Associate,Email,Unauthorized Access/Disclosure,Other,664,Resolved,MD,The Union Labor Life Insurance Company,Business Associate,Yes,10/19/2017
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,632,Resolved,MD,"Catalyst Health Solutions, Inc.",Business Associate,Yes,2/28/2012
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,765,Resolved,MD,"Coventry Health Care, Inc.",Business Associate,Yes,3/18/2011
Unauthorized Access,Email,Business Associate,Email,Unauthorized Access/Disclosure,Other,502,Resolved,MI,Blue Cross Blue Shield of Michigan Blue Care Network,Business Associate,Yes,5/19/2014
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,1144,Resolved,MI,Benefit Outsourcing Solutions,Business Associate,Yes,6/7/2018
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,9475,Resolved,MI,H.E.L.P. Financial Corporation,Business Associate,Yes,12/3/2010
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,555,Resolved,MI,HealthLOGIX,Business Associate,Yes,4/10/2012
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,552,Resolved,MI,"DataStat, Inc.",Business Associate,Yes,2/12/2016
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,520,Resolved,MN,"StayWell Health Management, LLC",Business Associate,Yes,2/21/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,4786,Resolved,MN,"StayWell Health Management, LLC",Business Associate,Yes,2/21/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,10024,Resolved,MN,"StayWell Health Management, LLC",Business Associate,Yes,2/21/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,1511,Resolved,MN,"StayWell Health Management, LLC",Business Associate,Yes,2/25/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,1746,Resolved,MN,"StayWell Health Management, LLC",Business Associate,Yes,3/18/2014
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,614,Resolved,MN,Healthland Inc.,Business Associate,Yes,6/10/2018
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,719,Resolved,MN,Target Corporation Health Plan,Business Associate,Yes,4/5/2016
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,4560,Resolved,MO,Sheet Metal Local 36 Welfare Fund,Business Associate,Yes,7/15/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,1357,Resolved,MO,Missouri Department of Social Services,Business Associate,Yes,8/2/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,1357,Resolved,MO,"InfoCrossing, Inc.",Business Associate,Yes,8/13/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,25461,Resolved,MO,"InfoCrossing, Inc.",Business Associate,Yes,9/20/2013
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,2700,Resolved,MT,RightNow Technologies,Business Associate,Yes,1/11/2012
Unauthorized Access,EMR,Business Associate,"Electronic Medical Record, Laptop",Unauthorized Access/Disclosure,Other,1710,Resolved,NJ,"Deering Therapy Services, Ltd.",Business Associate,Yes,4/26/2017
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,585,Resolved,NJ,Vcarve LLC d/b/a MD Manage,Business Associate,Yes,10/6/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,35357,Resolved,NJ,MD Manage (Vcarve LLC),Business Associate,Yes,10/22/2014
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,4744,Resolved,NM,"Molina Healthcare of New Mexico, Inc.",Business Associate,Yes,5/10/2014
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,32151,Resolved,NV,M2ComSys Inc.,Business Associate,Yes,8/8/2013
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,3758,Resolved,NV,Cambridge Dental Consulting Group,Business Associate,Yes,5/9/2018
Unauthorized Access,Email,Business Associate,Email,Unauthorized Access/Disclosure,Other,700,Resolved,NY,Waiting Room Solutions Limited Liability Limited Partnership,Business Associate,Yes,12/23/2016
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,7226,Resolved,NY,Blue Vantage Group,Business Associate,Yes,12/9/2011
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,10930,Resolved,NY,Bronx Lebanon Hospital Center,Business Associate,Yes,10/25/2013
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,37000,Resolved,NY,"Martin Luther King Jr. Health Center, Inc.",Business Associate,Yes,10/25/2013
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,28187,Resolved,NY,"OHP PHSP, Inc.",Business Associate,Yes,12/21/2012
Unauthorized Access,,Business Associate,Other,Unauthorized Access/Disclosure,Other,15000,Resolved,OH,"Data Image, Inc.",Business Associate,Yes,5/22/2012
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,635,Resolved,OH,WorkflowOne,Business Associate,Yes,1/8/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,1420,Resolved,OH,Medical Mutual of Ohio,Business Associate,Yes,1/27/2014
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,540,Resolved,OH,EnvisionRx,Business Associate,Yes,10/23/2015
Unauthorized Access,Network Server,Business Associate,Network Server,Unauthorized Access/Disclosure,Other,1085,Resolved,PA,"Gair Medical Transcription Services, Inc.",Business Associate,Yes,12/15/2010
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,3794,Resolved,PA,TMG Health,Business Associate,Yes,4/5/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,1667,Resolved,PA,VARO Healthcare,Business Associate,Yes,10/7/2014
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,614,Resolved,PA,UnitedHealthcare Community Plan of Pennsylvania,Business Associate,Yes,12/27/2017
Unauthorized Access,Other Portable E-Device,Business Associate,"Other, Other Portable Electronic Device",Unauthorized Access/Disclosure,Other,115000,Resolved,PR,Medical Card System/MCS-HMO/MCS Advantage/MCS Life,Business Associate,Yes,11/9/2010
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,13336,Resolved,PR,Triple S Salud Inc.,Business Associate,Yes,11/8/2013
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,998,Resolved,SC,BlueCross BlueShield of South Carolina,Business Associate,Yes,2/12/2016
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,1378,Resolved,TN,Windsor Health Plan,Business Associate,Yes,7/22/2011
